Height(Inches),Weight(Pounds),Height in cm,Weight in kg,,,,,category
69.35713,151.3173,176.1670151,68.63645435,,180,,,180-
68.63272,128.2595,174.3270147,58.17759977,,170,,,170-
69.12693,125.7313,175.5823074,57.03082617,,180,,,180-
67.0631,128.2475,170.340182,58.17215665,,170,,,170-
67.46642,124.2242,171.3646143,56.3472163,,170,,,170-
66.60284,131.8328,169.1711222,59.79842331,,170,,,170-
70.1147,135.0549,178.0912418,61.25994502,,180,,,180-
70.12917,131.9033,178.1279956,59.83040161,,180,,,180-
68.76147,131.2722,174.6540395,59.54413913,,170,,,170-
70.05388,150.4834,177.9367591,68.25820323,,180,,,180-
68.16839,122.3354,173.1476171,55.49047001,,170,,,170-
67.51951,119.7932,171.4994628,54.33734612,,170,,,170-
68.27418,132.6718,173.4163236,60.17898776,,170,,,170-
67.30217,113.9822,170.9474195,51.70151772,,170,,,170-
66.31157,128.2458,168.4312968,58.17138554,,170,,,170-
70.05639,121.4094,177.9431345,55.07044298,,180,,,180-
70.24768,140.4239,178.4290108,63.69528536,,180,,,180-
69.86768,123.2387,177.4638114,55.90020049,,180,,,180-
68.9313,112.5828,175.0854075,51.0667598,,180,,,180-
67.73389,134.9801,172.0439877,61.22601627,,170,,,170-
67.93682,113.7462,172.5594296,51.5944698,,170,,,170-
67.92146,130.6895,172.5204152,59.27983054,,170,,,170-
70.4633,118.4807,178.9766854,53.74200542,,180,,,180-
68.16156,131.5248,173.1302689,59.65871669,,170,,,170-
68.81242,144.2511,174.7834524,65.43127614,,170,,,170-
70.05484,125.4148,177.9391975,56.88726402,,180,,,180-
65.61528,111.0683,166.6627212,50.37979334,,170,,,170-
70.77456,124.4918,179.7672853,56.46859776,,180,,,180-
68.13409,134.5848,173.0604951,61.046711,,170,,,170-
68.87718,135.3765,174.9479427,61.4058205,,170,,,170-
66.85615,114.1814,169.8145293,51.79187343,,170,,,170-
65.19143,115.6044,165.5861428,52.43733614,,170,,,170-
69.53261,134.0578,176.612734,60.80766753,,180,,,180-
71.28136,135.9541,181.0545566,61.66781577,,180,,,180-
66.47317,106.9388,168.8417606,48.50668142,,170,,,170-
69.85972,137.5864,177.443593,62.40821547,,180,,,180-
66.56784,120.5673,169.0822223,54.68847239,,170,,,170-
64.99896,121.0243,165.0972692,54.89576435,,170,,,170-
65.5967,131.1701,166.615528,59.49782729,,170,,,170-
65.11179,119.3086,165.3838573,54.11753499,,170,,,170-
72.43607,137.4056,183.9875184,62.32620588,,180,,,180-
66.27465,129.0097,168.3375201,58.51788517,,170,,,170-
67.6844,118.539,171.9182832,53.76844989,,170,,,170-
64.94671,129.5048,164.9645543,58.74245902,,160,,,160-
66.09981,117.7368,167.8934267,53.40457766,,170,,,170-
66.84125,114.8767,169.7766833,52.10725658,,170,,,170-
67.23393,127.1033,170.77409,57.65315565,,170,,,170-
67.9501,110.3671,172.5931608,50.06173399,,170,,,170-
66.34338,130.6015,168.5120942,59.23991436,,170,,,170-
71.54739,152.425,181.7302725,69.13889922,,180,,,180-
71.10011,133.8311,180.5941819,60.70483802,,180,,,180-
66.80152,124.965,169.6757692,56.68323793,,170,,,170-
71.09075,120.9877,180.5704075,54.87916285,,180,,,180-
67.42631,131.6672,171.2627349,59.72330833,,170,,,170-
68.87576,135.248,174.9443359,61.34753382,,170,,,170-
67.6317,118.7798,171.7844252,53.87767506,,170,,,170-
65.61406,138.9284,166.6596224,63.01693716,,170,,,170-
67.09963,113.8329,170.4329682,51.6337963,,170,,,170-
68.15761,119.3325,173.1202359,54.12837587,,170,,,170-
67.06521,104.9855,170.3455414,47.62067839,,170,,,170-
67.00626,138.5947,170.1958085,62.86557321,,170,,,170-
69.21534,133.6759,175.8068687,60.6344404,,180,,,180-
65.49959,119.6168,166.3688688,54.25733233,,170,,,170-
67.12282,131.6157,170.4918707,59.69994829,,170,,,170-
66.27818,129.3183,168.3464863,58.65786394,,170,,,170-
68.05092,129.3991,172.8492435,58.69451425,,170,,,170-
71.21378,150.0079,180.8829035,68.0425198,,180,,,180-
65.8059,128.0218,167.1468957,58.06978073,,170,,,170-
69.01341,127.8369,175.2939667,57.9859114,,180,,,180-
64.38771,103.3323,163.5446951,46.8707986,,160,,,160-
71.28885,132.8358,181.0735812,60.253377,,180,,,180-
68.01059,136.4326,172.7468053,61.88485998,,170,,,170-
67.40277,131.675,171.2029434,59.72684635,,170,,,170-
65.86277,122.7182,167.2913455,55.66410538,,170,,,170-
70.04407,141.6413,177.9118417,64.24748936,,180,,,180-
64.66349,118.2509,164.2451759,53.63776977,,160,,,160-
66.20468,129.3437,168.1597964,58.6693852,,170,,,170-
72.42652,142.1927,183.9632615,64.49760049,,180,,,180-
68.18756,125.1862,173.1963089,56.78357268,,170,,,170-
65.09832,134.0936,165.3496435,60.82390616,,170,,,170-
64.94607,123.7487,164.9629287,56.13153287,,160,,,160-
68.74582,132.8903,174.6142885,60.27809781,,170,,,170-
67.48779,124.9625,171.418894,56.68210395,,170,,,170-
65.11114,94.45359,165.3822063,42.84347869,,170,,,170-
68.70291,123.1642,174.5052972,55.86640782,,170,,,170-
64.81203,122.4859,164.6224673,55.55873575,,160,,,160-
68.35035,128.6184,173.6097953,58.34039426,,170,,,170-
72.14415,142.8257,183.246042,64.78472481,,180,,,180-
68.23639,147.0343,173.320337,66.69371592,,170,,,170-
66.90007,121.555,169.926086,55.13648611,,170,,,170-
68.96221,145.2393,175.1639188,65.87951665,,180,,,180-
69.44312,119.8432,176.3854296,54.36002576,,180,,,180-
65.04087,131.9553,165.2037206,59.85398844,,170,,,170-
67.33467,126.2769,171.0299694,57.27830647,,170,,,170-
70.00111,139.7206,177.8027234,63.37627346,,180,,,180-
65.86413,114.5532,167.2947999,51.96051927,,170,,,170-
66.76124,121.4799,169.573458,55.10242128,,170,,,170-
68.6178,138.031,174.2891179,62.60988288,,170,,,170-
66.49285,129.3542,168.8917478,58.67414793,,170,,,170-
68.45981,119.1174,173.8878235,54.03080803,,170,,,170-
69.6046,125.9209,176.7955885,57.11682739,,180,,,180-
71.62721,151.8017,181.9330152,68.85617476,,180,,,180-
66.56949,100.3424,169.0864133,45.51460116,,170,,,170-
65.36772,115.6658,166.0339191,52.46518674,,170,,,170-
71.5466,134.8652,181.7282659,61.17389845,,180,,,180-
67.9212,121.8751,172.5197548,55.2816812,,170,,,170-
68.53005,127.0172,174.066233,57.6141013,,170,,,170-
66.29177,125.542,168.3810049,56.94496104,,170,,,170-
70.0892,148.1898,178.0264719,67.21784253,,180,,,180-
66.45724,137.0889,168.8012984,62.182553,,170,,,170-
66.90417,124.4345,169.9365,56.44260689,,170,,,170-
71.96531,160.8373,182.7917887,72.95465885,,180,,,180-
65.79737,111.0351,167.1252296,50.36473406,,170,,,170-
71.99473,135.4855,182.8665155,61.45526213,,180,,,180-
67.88118,125.1443,172.4181041,56.76456714,,170,,,170-
67.9713,132.0724,172.6470088,59.90710417,,170,,,170-
66.68833,124.6627,169.3882667,56.54611679,,170,,,170-
69.08259,120.4445,175.4696838,54.63277118,,180,,,180-
67.7725,120.6289,172.142057,54.71641371,,170,,,170-
67.54727,127.846,171.5699732,57.9900391,,170,,,170-
64.64468,122.7172,164.1973985,55.66365179,,160,,,160-
69.69364,126.2985,177.02175,57.28810407,,180,,,180-
68.70439,134.8945,174.5090564,61.18718872,,170,,,170-
68.16991,120.5405,173.1514779,54.6763161,,170,,,170-
68.33163,123.6751,173.5622465,56.09814843,,170,,,170-
65.19663,120.1252,165.5993508,54.48793896,,170,,,170-
69.12973,147.2327,175.5894194,66.78370876,,180,,,180-
66.76336,149.5213,169.5788428,67.82180149,,170,,,170-
66.10726,114.3077,167.9123497,51.84916221,,170,,,170-
68.69461,118.3486,174.4842152,53.6820858,,170,,,170-
69.51345,129.3136,176.5640677,58.65573205,,180,,,180-
67.15638,116.1097,170.5771131,52.66653664,,170,,,170-
66.52538,118.2619,168.974374,53.6427593,,170,,,170-
71.057,150.4875,180.4846825,68.26006296,,180,,,180-
69.19665,124.4735,175.7593961,56.46029701,,180,,,180-
66.76492,120.8445,169.5828052,54.81420834,,170,,,170-
68.09253,121.9168,172.9549328,55.30059602,,170,,,170-
67.35046,129.862,171.070076,58.90448241,,170,,,170-
68.25237,114.1292,173.3609262,51.76819588,,170,,,170-
67.66866,121.0367,171.8783036,54.9013889,,170,,,170-
66.21079,116.8308,168.1753158,52.99362248,,170,,,170-
70.37472,141.5234,178.7516923,64.19401076,,180,,,180-
67.8132,118.614,172.245435,53.80246936,,170,,,170-
66.42694,115.2073,168.7243365,52.2572144,,170,,,170-
68.20158,114.2983,173.2319197,51.84489844,,170,,,170-
68.77079,135.0788,174.6777123,61.2707859,,170,,,170-
70.60585,124.6664,179.3387622,56.54779508,,180,,,180-
68.09479,129.3895,172.9606732,58.69015976,,170,,,170-
64.8915,121.5407,164.824321,55.12999973,,160,,,160-
67.12568,137.1491,170.4991351,62.2098593,,170,,,170-
69.97844,129.5848,177.7451416,58.77874645,,180,,,180-
67.77866,130.9258,172.1577034,59.38701454,,170,,,170-
71.39205,144.5625,181.3357091,65.57252497,,180,,,180-
67.96867,144.8993,172.6403286,65.72529506,,170,,,170-
72.76728,158.5479,184.8287914,71.91620325,,180,,,180-
73.38719,154.6609,186.4033619,70.15308761,,190,,,190-
69.32501,135.3784,176.0854303,61.40668233,,180,,,180-
66.65826,124.0843,169.311889,56.28375865,,170,,,170-
68.63739,137.5213,174.3388765,62.37868658,,170,,,170-
70.10928,126.2247,178.077475,57.25462892,,180,,,180-
68.39804,141.12,173.7309278,64.01103138,,170,,,170-
72.29783,123.4305,183.636389,55.98719961,,180,,,180-
70.62523,136.39,179.3879873,61.86553692,,180,,,180-
71.44332,141.1457,181.4659348,64.02268872,,180,,,180-
70.41386,133.5107,178.8511078,60.55950685,,180,,,180-
64.86518,114.7467,164.7574682,52.0482895,,160,,,160-
68.80394,111.0717,174.7619132,50.38133556,,170,,,170-
69.49145,138.1768,176.5081877,62.67601673,,180,,,180-
66.01854,113.5605,167.687001,51.51023759,,170,,,170-
70.48654,127.2451,179.0357149,57.71747512,,180,,,180-
66.80862,125.5152,169.6938032,56.93280475,,170,,,170-
70.6607,132.6907,179.4780811,60.18756067,,180,,,180-
66.68431,104.9599,169.3780559,47.60906642,,170,,,170-
65.58814,132.2702,166.5937856,59.99682485,,170,,,170-
66.36507,124.7192,168.5671868,56.57174479,,170,,,170-
67.09404,97.52424,170.4187696,44.23630376,,170,,,170-
66.48373,109.9676,168.868583,49.88052363,,170,,,170-
68.82707,132.1645,174.8206634,59.94888008,,170,,,170-
64.69002,114.4221,164.3125621,51.90105324,,160,,,160-
69.01948,113.5284,175.3093845,51.49567726,,180,,,180-
69.43111,141.7182,176.3549242,64.28237066,,180,,,180-
70.07435,133.3257,177.9887529,60.47559217,,180,,,180-
66.8212,121.7781,169.7257563,55.23768268,,170,,,170-
68.06909,129.9501,172.8953952,58.94444394,,170,,,170-
69.6444,124.8979,176.8966805,56.65280184,,180,,,180-
64.80698,121.6822,164.6096403,55.19418312,,160,,,160-
67.37179,125.3064,171.1242542,56.83809455,,170,,,170-
67.39488,108.6014,171.1829028,49.26082499,,170,,,170-
68.39465,118.6916,173.7223172,53.83766817,,170,,,170-
68.4231,156.2505,173.7945802,70.8741189,,170,,,170-
69.41607,124.4915,176.3167226,56.46846169,,180,,,180-
66.82138,120.3149,169.7262135,54.57398554,,170,,,170-
65.58027,109.5115,166.5737959,49.6736399,,170,,,170-
71.02776,160.1136,180.410413,72.62639366,,180,,,180-
67.8096,141.57,172.236291,64.21514819,,170,,,170-
71.01235,136.6575,180.3712716,61.98687302,,180,,,180-
67.45353,137.7991,171.3318737,62.50469469,,170,,,170-
69.77346,143.6829,177.2244927,65.17354465,,180,,,180-
64.07515,111.1404,162.7507931,50.41249739,,160,,,160-
68.36516,143.9045,173.6474126,65.27406084,,170,,,170-
69.40935,119.8486,176.2996538,54.36247517,,180,,,180-
66.43953,104.0047,168.7563151,47.17579447,,170,,,170-
69.77091,126.6292,177.2180157,57.43810725,,180,,,180-
71.29182,148.3832,181.081125,67.3055674,,180,,,180-
67.26889,119.2626,170.8628883,54.09666972,,170,,,170-
68.52627,140.521,174.0566318,63.73932923,,170,,,170-
63.95467,100.0358,162.4447741,45.37552957,,160,,,160-
68.27822,114.3188,173.4265851,51.8541971,,170,,,170-
69.01564,129.8548,175.2996309,58.90121654,,180,,,180-
68.33275,131.6805,173.5650913,59.72934111,,170,,,170-
65.91471,111.3135,167.423273,50.49101432,,170,,,170-
65.5471,119.9587,166.4895441,54.41241575,,170,,,170-
66.88448,124.6394,169.8864875,56.53554808,,170,,,170-
67.50342,116.6803,171.4585942,52.92535675,,170,,,170-
71.35101,148.2762,181.2314675,67.25703296,,180,,,180-
66.5912,128.9648,169.1415567,58.49751885,,170,,,170-
65.14281,105.1575,165.4626481,47.69869637,,170,,,170-
67.26097,128.2402,170.8427715,58.16884542,,170,,,170-
68.77974,134.0494,174.7004453,60.80385735,,170,,,170-
66.92786,125.5997,169.9966726,56.97113335,,170,,,170-
70.20106,154.8632,178.3105961,70.24484945,,180,,,180-
68.1684,109.4807,173.1476425,49.65966924,,170,,,170-
65.9685,121.0642,167.5598995,54.91386271,,170,,,170-
69.2944,139.0479,176.007681,63.07114151,,180,,,180-
68.18398,115.8062,173.1872157,52.52887119,,170,,,170-
67.3956,138.3648,171.1847316,62.7612922,,170,,,170-
69.32049,127.5045,176.0739495,57.83513712,,180,,,180-
66.66937,120.5405,169.3401084,54.6763161,,170,,,170-
68.62135,145.4409,174.2981349,65.97096098,,170,,,170-
69.82043,135.6144,177.3437964,61.51373026,,180,,,180-
68.00272,139.2716,172.7268155,63.17261025,,170,,,170-
69.35468,129.8923,176.1607921,58.91822627,,180,,,180-
70.19606,147.7932,178.2978961,67.03794758,,180,,,180-
69.94747,138.2673,177.6664779,62.71706689,,180,,,180-
69.48896,117.94,176.5018631,53.49674774,,180,,,180-
70.48888,119.9716,179.0416585,54.41826709,,180,,,180-
65.70003,115.1262,166.8779861,52.22042801,,170,,,170-
69.24694,126.8539,175.8871326,57.54002957,,180,,,180-
67.30239,133.8636,170.9479783,60.71957979,,170,,,170-
69.64951,135.6532,176.9096599,61.53132966,,180,,,180-
65.50558,130.4526,166.3840834,59.17237438,,170,,,170-
72.17516,134.4131,183.3248074,60.9688291,,180,,,180-
67.65538,140.6611,171.8445724,63.80287759,,170,,,170-
69.96429,130.0129,177.7092006,58.97292958,,180,,,180-
66.61309,124.0167,169.1971572,56.25309577,,170,,,170-
67.43982,136.3044,171.2970503,61.82670936,,170,,,170-
63.73814,126.0077,161.8947882,57.15619925,,160,,,160-
68.71436,134.623,174.5343802,61.06403825,,170,,,170-
70.77193,133.9877,179.7606051,60.77587067,,180,,,180-
69.37902,141.4066,176.2226156,64.14103111,,180,,,180-
68.95079,137.57,175.134912,62.40077655,,180,,,180-
68.90363,131.0382,175.0151257,59.43799839,,180,,,180-
65.21203,116.4051,165.6384668,52.80052798,,170,,,170-
67.31722,117.2372,170.9856465,53.17796264,,170,,,170-
64.38819,124.1841,163.5459143,56.32902722,,160,,,160-
66.35807,119.5823,168.5494068,54.24168337,,170,,,170-
66.38672,131.7982,168.6221777,59.782729,,170,,,170-
66.6684,143.8648,169.3376446,65.2560532,,170,,,170-
65.19706,95.36862,165.600443,43.25852981,,170,,,170-
69.42103,117.8366,176.329321,53.44984623,,180,,,180-
64.06378,123.079,162.7219133,55.8277617,,160,,,160-
68.24753,133.6979,173.3486326,60.64441945,,170,,,170-
68.89321,133.5338,174.9886589,60.56998485,,170,,,170-
70.65875,141.7325,179.4731281,64.28885704,,180,,,180-
66.17187,132.7272,168.076459,60.20411681,,170,,,170-
69.79746,139.5868,177.2854527,63.31558273,,180,,,180-
69.39866,149.026,176.2725012,67.59713692,,180,,,180-
67.93777,117.9616,172.5618426,53.50654535,,170,,,170-
67.26378,127.81,170.8499089,57.97370975,,170,,,170-
67.44849,139.9993,171.3190721,63.50268981,,170,,,170-
68.57844,127.3023,174.1891435,57.74342063,,170,,,170-
68.18689,116.6239,173.1946071,52.89977411,,170,,,170-
71.21952,142.336,180.8974831,64.56260036,,180,,,180-
69.32096,123.3451,176.0751433,55.94846277,,180,,,180-
65.65913,110.7946,166.7741001,50.25564496,,170,,,170-
70.37,143.1529,178.7397035,64.93314041,,180,,,180-
64.79003,131.5436,164.5665873,59.66724424,,160,,,160-
65.92313,97.29027,167.4446598,44.13017663,,170,,,170-
66.73192,128.011,169.4989853,58.06488193,,170,,,170-
65.40144,111.9967,166.1195679,50.800909,,170,,,170-
66.71355,121.5899,169.4523255,55.1523165,,170,,,170-
65.52829,120.2156,166.4417667,54.52894376,,170,,,170-
68.39107,127.4346,173.713224,57.80343098,,170,,,170-
69.32446,131.3958,176.0840333,59.60020321,,180,,,180-
73.19305,144.5579,185.9102466,65.57043844,,190,,,190-
68.08406,116.6268,172.933419,52.90108953,,170,,,170-
70.00156,122.5793,177.8038664,55.60110132,,180,,,180-
70.67706,117.6249,179.5196355,53.35382061,,180,,,180-
66.43552,134.1497,168.7461297,60.84935272,,170,,,170-
68.10398,133.4111,172.9840158,60.514329,,170,,,170-
70.03197,126.462,177.8811077,57.36226651,,180,,,180-
64.56491,114.9612,163.9947828,52.14558518,,160,,,160-
68.39336,132.7568,173.7190406,60.21754316,,170,,,170-
68.0955,127.074,172.9624766,57.63986537,,170,,,170-
66.25512,137.4863,168.2879139,62.36281082,,170,,,170-
67.61981,113.9223,171.7542247,51.67434751,,170,,,170-
67.10991,130.6669,170.4590794,59.26957934,,170,,,170-
68.30287,122.2908,173.4891961,55.47023977,,170,,,170-
70.05068,126.1234,177.9286311,57.20867995,,180,,,180-
67.69089,132.2541,171.9347678,59.989522,,170,,,170-
69.26578,122.9495,175.9349862,55.76902142,,180,,,180-
70.84848,131.7416,179.955042,59.75705564,,180,,,180-
67.14127,133.1617,170.5387337,60.40120293,,170,,,170-
65.6565,121.3197,166.7674199,55.02975569,,170,,,170-
67.91043,120.8734,172.4923991,54.82731718,,170,,,170-
66.40429,130.1516,168.6668055,59.03584291,,170,,,170-
67.17903,126.7042,170.6346441,57.47212672,,170,,,170-
65.97607,136.9425,167.5791273,62.116147,,170,,,170-
66.04298,114.3685,167.7490786,51.87674066,,170,,,170-
71.71449,153.2031,182.1547062,69.49183986,,180,,,180-
66.09004,125.3156,167.868611,56.8422676,,170,,,170-
68.28237,137.1149,173.4371261,62.19434642,,170,,,170-
69.2815,127.2959,175.974915,57.74051764,,180,,,180-
65.76268,113.9716,167.037117,51.69670964,,170,,,170-
66.98438,122.2353,170.1402333,55.44506536,,170,,,170-
65.6529,131.5253,166.758276,59.65894349,,170,,,170-
68.95828,138.3287,175.1539366,62.74491749,,180,,,180-
68.66489,119.6475,174.4087264,54.27125763,,170,,,170-
63.28472,134.2575,160.743102,60.89825004,,160,,,160-
69.3378,145.5026,176.1179169,65.99894766,,180,,,180-
68.23957,129.4421,173.3284142,58.71401874,,170,,,170-
67.91304,111.7014,172.4990285,50.66696301,,170,,,170-
66.16765,133.5217,168.0657402,60.56449638,,170,,,170-
67.31495,115.6811,170.9798807,52.47212672,,170,,,170-
66.97137,118.4895,170.1071879,53.74599704,,170,,,170-
65.80597,124.801,167.1470735,56.60884869,,170,,,170-
66.79723,118.5487,169.6648726,53.77284974,,170,,,170-
65.12057,115.9726,165.4061585,52.60434905,,170,,,170-
66.84355,123.2907,169.7825253,55.92378732,,170,,,170-
68.38863,110.792,173.7070264,50.25446562,,170,,,170-
68.68709,138.8422,174.4651144,62.97783745,,170,,,170-
71.59953,129.4179,181.862708,58.70304179,,180,,,180-
68.32022,137.7368,173.5332651,62.47643585,,170,,,170-
68.31,108.7164,173.5073063,49.31298818,,170,,,170-
66.47004,122.2851,168.8338104,55.46765429,,170,,,170-
68.12458,130.3549,173.0363398,59.12805835,,170,,,170-
72.0858,138.3812,183.0978331,62.76873112,,180,,,180-
68.82191,114.476,174.807557,51.9255019,,170,,,170-
66.5675,113.8546,169.0813587,51.64363927,,170,,,170-
70.19345,131.3116,178.2912667,59.56201069,,180,,,180-
68.39855,142.0522,173.7322232,64.43387069,,170,,,170-
68.23971,132.4932,173.3287698,60.09797607,,170,,,170-
71.56445,137.2813,181.7736048,62.26982428,,180,,,180-
68.85791,137.9349,174.898997,62.5662926,,170,,,170-
70.46101,133.3018,178.9708688,60.4647513,,180,,,180-
68.19618,119.5517,173.2182037,54.22780343,,170,,,170-
67.34632,123.2255,171.0595604,55.89421306,,170,,,170-
67.57452,119.1006,171.6391881,54.02318767,,170,,,170-
70.49071,137.8164,179.0463067,62.51254184,,180,,,180-
69.00788,133.1503,175.2799205,60.39603197,,180,,,180-
69.18618,120.7711,175.7328023,54.78091462,,180,,,180-
69.27963,134.9563,175.9701652,61.21522076,,180,,,180-
68.30928,132.4946,173.5054775,60.0986111,,170,,,170-
69.85509,112.2776,177.4318328,50.92832325,,180,,,180-
66.99205,154.8623,170.1597151,70.24444122,,170,,,170-
68.83483,132.5996,174.8403738,60.14623835,,170,,,170-
65.51992,111.0786,166.4205069,50.38446535,,170,,,170-
69.3211,128.1426,176.0754989,58.12457476,,180,,,180-
64.91352,132.2049,164.8802518,59.96720523,,160,,,160-
67.44463,136.2209,171.3092677,61.78883436,,170,,,170-
68.36722,135.6455,173.652645,61.527837,,170,,,170-
65.47213,83.33859,166.2991204,37.80179351,,170,,,170-
69.36933,134.65,176.1980031,61.07628526,,180,,,180-
69.54885,134.6695,176.6539836,61.08513032,,180,,,180-
65.32827,114.8547,165.9337162,52.09727754,,170,,,170-
67.09904,118.2642,170.4314696,53.64380256,,170,,,170-
66.42256,133.6799,168.7132113,60.63625477,,170,,,170-
71.0263,128.2917,180.4067046,58.19220546,,180,,,180-
69.2985,121.2343,176.018095,54.99101886,,180,,,180-
66.85983,116.8298,169.8238765,52.99316889,,170,,,170-
65.68344,116.4899,166.8358475,52.83899266,,170,,,170-
68.44039,131.2274,173.8384967,59.52381816,,170,,,170-
66.09236,124.9588,167.8745037,56.68042565,,170,,,170-
66.89796,105.0615,169.9207266,47.65515145,,170,,,170-
67.65639,126.238,171.8471378,57.2606617,,170,,,170-
69.01429,132.3267,175.2962019,60.02245285,,180,,,180-
67.95663,134.3919,172.609747,60.95921293,,170,,,170-
62.63031,98.87507,159.0809015,44.84903067,,160,,,160-
70.47594,118.9593,179.0087909,53.95909499,,180,,,180-
70.99287,132.9842,180.3217924,60.32069019,,180,,,180-
68.86312,137.4119,174.9122303,62.32906351,,170,,,170-
71.61657,126.9508,181.9059896,57.58398273,,180,,,180-
65.17342,110.3023,165.5403974,50.03234117,,170,,,170-
66.6864,134.4681,169.3833645,60.99377671,,170,,,170-
68.20849,133.9785,173.249471,60.77169762,,170,,,170-
67.12074,115.4099,170.4865875,52.34911232,,170,,,170-
68.43384,124.156,173.8218597,56.31628126,,170,,,170-
67.80769,139.6569,172.2314396,63.34737959,,170,,,170-
69.55436,126.1296,176.667979,57.21149223,,180,,,180-
69.626,130.6209,176.8499445,59.24871406,,180,,,180-
66.73544,127.3142,169.5079261,57.74881839,,170,,,170-
66.85735,115.6542,169.8175773,52.45992507,,170,,,170-
68.73859,114.5677,174.5959243,51.96709637,,170,,,170-
67.84689,129.8946,172.3310075,58.91926953,,170,,,170-
67.12274,132.4266,170.4916675,60.06776678,,170,,,170-
65.01406,124.2521,165.1356232,56.35987154,,170,,,170-
67.47471,102.7244,171.3856709,46.59505947,,170,,,170-
67.25719,144.0751,170.8331704,65.35144379,,170,,,170-
67.24826,127.6367,170.8104882,57.8951021,,170,,,170-
66.30738,104.6319,168.4206543,47.46028794,,170,,,170-
67.41475,125.3851,171.2333725,56.87379231,,170,,,170-
66.58363,126.1534,169.1223289,57.22228774,,170,,,170-
65.93812,104.2595,167.4827344,47.29136994,,170,,,170-
69.80661,115.1499,177.3086937,52.23117816,,180,,,180-
68.54967,139.205,174.1160678,63.14240096,,170,,,170-
70.66876,133.3968,179.4985535,60.50784262,,180,,,180-
68.59748,123.4007,174.2375051,55.97368254,,170,,,170-
69.92431,124.9688,177.6076515,56.68496158,,180,,,180-
69.29221,140.663,176.0021184,63.80373942,,180,,,180-
70.8323,114.6896,179.9139448,52.02238935,,180,,,180-
69.47654,150.3265,176.4703163,68.1870345,,180,,,180-
65.12741,109.1273,165.4235321,49.49936951,,170,,,170-
66.52541,100.9191,168.9744502,45.77618819,,170,,,170-
66.75392,109.0707,169.5548652,49.47369615,,170,,,170-
67.60759,132.4966,171.7231859,60.09951828,,170,,,170-
70.49105,131.9175,179.0471703,59.83684263,,180,,,180-
62.95883,122.8187,159.9153418,55.70969147,,160,,,160-
67.16728,126.6304,170.6047991,57.43865156,,170,,,170-
67.37938,115.0117,171.1435328,52.16849162,,170,,,170-
66.73605,120.1152,169.5094755,54.48340304,,170,,,170-
66.50685,120.364,168.9273078,54.59625695,,170,,,170-
66.30539,103.8522,168.4155997,47.10662155,,170,,,170-
69.84097,139.6097,177.395968,63.32597001,,180,,,180-
68.43171,111.0371,173.8164495,50.36564124,,170,,,170-
70.21848,113.2947,178.3548429,51.3896726,,180,,,180-
67.94852,118.2123,172.5891476,53.62026109,,170,,,170-
67.36696,118.6315,171.111986,53.81040724,,170,,,170-
69.06908,146.7647,175.4353685,66.57142728,,180,,,180-
64.44615,113.4007,163.6931326,51.43775345,,160,,,160-
65.42316,122.9447,166.1747367,55.76684417,,170,,,170-
66.9796,129.0708,170.1280921,58.5455997,,170,,,170-
69.01274,116.1521,175.2922649,52.68576898,,180,,,180-
67.59833,136.7678,171.6996655,62.03690432,,170,,,170-
65.9525,130.6652,167.5192595,59.26880823,,170,,,170-
67.12379,125.5072,170.4943345,56.929176,,170,,,170-
70.19532,126.5499,178.2960165,57.40213733,,180,,,180-
69.38455,131.5782,176.2366618,59.68293856,,180,,,180-
69.88289,143.9437,177.5024447,65.29184168,,180,,,180-
66.33476,124.6417,168.4901994,56.53659134,,170,,,170-
69.86933,127.138,177.4680024,57.66889532,,180,,,180-
69.17547,142.2736,175.7055989,64.53429616,,180,,,180-
63.69076,100.3788,161.774443,45.53111194,,160,,,160-
68.94349,112.6258,175.11637,51.0862643,,180,,,180-
67.82915,103.9962,172.285948,47.17193893,,170,,,170-
68.71299,133.2248,174.5309004,60.42982464,,170,,,170-
71.78816,143.102,182.3418279,64.91005253,,180,,,180-
70.80693,142.3487,179.8495051,64.56836099,,180,,,180-
67.04918,116.1558,170.3048252,52.68744727,,170,,,170-
70.7374,143.0558,179.672899,64.88909653,,180,,,180-
63.99731,102.6267,162.5530796,46.55074344,,160,,,160-
68.44638,132.1454,173.8537113,59.94021645,,170,,,170-
64.8252,117.1635,164.6559191,53.14453284,,160,,,160-
70.32462,131.8657,178.6244383,59.81334652,,180,,,180-
70.20879,163.8728,178.3302303,74.33154013,,180,,,180-
68.04153,137.4699,172.8253929,62.3553719,,170,,,170-
68.99917,129.7717,175.2577972,58.86352297,,180,,,180-
67.06517,120.3846,170.3454398,54.60560097,,170,,,170-
69.51164,124.2078,176.5594703,56.33977738,,180,,,180-
63.43652,126.3691,161.1286738,57.32012773,,160,,,160-
70.20568,136.4101,178.3223309,61.87465414,,180,,,180-
67.06886,127.1024,170.3548124,57.65274741,,170,,,170-
70.71333,141.4736,179.6117612,64.17142183,,180,,,180-
66.53558,133.3857,169.0002819,60.50280774,,170,,,170-
66.33691,123.5988,168.4956604,56.06353929,,170,,,170-
66.76051,131.4503,169.5716038,59.62492402,,170,,,170-
69.23838,126.2803,175.8653902,57.27984868,,180,,,180-
64.43238,92.31443,163.6581568,41.87317089,,160,,,160-
67.65387,114.1495,171.840737,51.77740382,,170,,,170-
65.28297,121.8429,165.8186543,55.26707551,,170,,,170-
